Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
5a5e04b6cf0621e00d09626c36ee86d9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999233
5a74d6b5e44b89fa48b595cfda11382d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9620595702
5aeff63377cc03a5815fcd5a0ee731c3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9524397069
5b1750668beb749e3c44200ee94d55c6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999978842
5c469d10e27fa3021a67579608850ebb	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9999910084
5cbd2acc987546e18a26cd46a8ee639c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9828779531
5cfa7f79b7e252a73fa069c5b2c957bd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999984775
5e19ddf81be82806da1a1601875f9795	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9384458737
5ebb5c797da972dda226f95b40d5b934	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9505508503
6011623532dbf43c1f3e1c9a0da57418	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8587198577
6028241ec2c53e13c65d4f34acf8252a	Bacteria							0.9964321546
6080c38f3a6d846ec7cf86c8f942d38a	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.7081443542
6093b83c7e9b29eb85fa78cc6014466b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.999970961
6151dfdae0ed34dbd2b914958da974dd	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.999928646
615685b7f03118021a8c7e6777882ea5	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9987279071
61602441fe4b6f2b36be40c311fa9cb3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9187493308
61f36b02d16bd60a33617b1eaf571c89	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999952774
62c2500c7c10f9b15af76d633cd7ae2a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		0.9937533486
6301e994e8d9b26ea37c3db191d5b325	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9994920254
63298803ce9c9b6930afabe42a3c98c2	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999993732
63a37b4505b068922f8d546e258e379c	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999743
6425a1b20590da5d96746217ea3fe698	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999805802
64f6aa54a3b8c87bd57a73461f6b0cc7	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9040072956
655235da2763f5e61fcd9c28c68b3e92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7998058497
656326d89791c753746563843909ebf2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9999958657
65e11acf3bc9b4cbaaee58794e2f2ec9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8406749773
6631962028deadb13ab2ab64b17297ff	Bacteria	Firmicutes	Clostridia	Clostridiales				0.924017787
66680207458c0b586aa60a24cf49bc97	Bacteria	Cyanobacteria	4C0d-2	YS2				0.9999999816
6689cc067754fa14964e70c77ae9ce0a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8325699682
669c92c4b1a054e277dbb27375cba06d	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9771903232
66f5ca5e99e5106d4604200bccf4d7b9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9989748939
6797f125d0f2b270677f6cc8b3d2d018	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus		1
67db2b5dd7b661c6101b3241790688a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9969182983
68231471ec9079e54e760da96273437e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9791430785
6827ea7a084ac684eb16adb10ea88600	Bacteria							0.9966839448
684e36f4a4ca5d922ae44c53c5fbf386	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus		0.9999547999
6937c17f6728525d01cb5eb740248860	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9937773401
6968c232749a19dabc97b18ebb4aeacf	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9046942394
6974c9b29567f1cfcd613c7c67ffc63a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.8940674157
69c7a8c4b56e49365fca134e9a04e47c	Bacteria	Firmicutes	Clostridia					0.706147001
69daba25ea14c6a21a7bf2fcc5fae18e	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9821401879
6b82039c0bbe4bf49e8740d8ef28aceb	Bacteria							0.9951871041
6b90b86f5da836f13c0ee2f67132e12a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999930726
6ba2467145ea8cbd34de0d351e096fa7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7563694631
6bbaf2d026d54c61f24b5c5483e56842	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	distasonis	0.9999839569
6bc890a2012bca332b9d5c43905d1aae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999996518
6bcaa78ae05e92c1117aaf13b36f2f21	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7097153919
6bd5500880a7e0958d5ee478eb1842fe	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9885995681
6c8b98cdb4a6d1b35f9aaf3d26bfd735	Bacteria							0.9959647618
6e8fabc5251039e4ace65b9b23633432	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999052
6e9f96bf2b9f156dfc370c597b377191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.999332752
6eedc970cde03e4600060ac5a2587400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9994465173
6f61e6284f7869995c639446575abf4a	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9502935008
6fec2375317ffe174677897350105f58	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9071640645
703b22f3084bf027e3cdba4edc15eb9c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	piliforme	0.9311159354
7069d1ba735fd4d5199050b4c100bea7	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9542233792
717f03bd4640b9441c75a0ba664e5513	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7712367464
71ab5a8f7b6e36f8b81b4b927e9d9e81	Bacteria							0.9962152969
72b927243c06df7333ec446473855b4b	Bacteria	Cyanobacteria	4C0d-2	YS2				0.9999997518
72d6ddeb60679dd2e2844fe039e1a760	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae			0.999976473
72e05842827c7584905ea88d57d2985f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9991558874
7463f4eb258b448ef13c9d537ced9cac	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9847412591
7466c4456b5c76fa5057a2d26981b74a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999995
748c2adbeefb058be9895552568c6940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella		0.8662446581
74a814065277ed26e606538c1d4898d7	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9952844127
74d34e925b60424357bc79c13bf3ea8b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9838347763
750b0687634ab4727634edd7a2742116	Bacteria							0.9983765238
750cf8f7e1e65859023896e927a40b49	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9996627843
7537846e571d35d8bb2ae1445138df90	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9995208665
769572afbbbe0c2488408c286b40678a	Bacteria							0.9957441673
76ac4f139b257ed4238b069f63f691bb	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium		0.8163668992
76e299ccb38c3f559204729727d6f101	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9999852921
774eed8e5e8bd688c6a2fe03743277fb	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9960746641
7773588b3cec0567fe4b6b78ee85afa5	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.9999399766
786dd028d69f88903aae9892ffe12dc9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9916628208
797ff21c783f0b14486e86a7e007b554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9575179807
7a08a37eff6224b432a537907a0cec2c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999994911
7b15c3bd0f23cb652c8f96bb85fbc464	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.999999589
7b2758b79ea93bae96664ca0afb33a9e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.999998832
7b37c42973e6443da52b1480d3dcf99d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.986051098
7b856fdb3c5f6dabb2c4a55226548fc9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9958056746
7dc46beae6fa78ac2a820a02c468bda9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9939429467
7e1f9607285a304d717cb8e5006d4c23	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.7414039096
7e2a6f0f09bcafba79b5d22a543e589b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9905239
7e30d63f0397880a7cd77896128361ab	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				0.979376188
7f3f2047bb8da06e4776cb75b23d31bc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9248806049
7f5ccf208f039f84a83212610f2992a0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		0.9753552034
808a9312ed67a1434e9b1d6ed3dd6105	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7005586967
80c34998585bb045bd59817290199190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9999560481
818562cf52c91a824a97eec5175f6fe4	Bacteria	Tenericutes	Mollicutes	RF39				0.9998804238
81bf0f869e26b60c1d88c2d9df3079ed	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8639295202
8238e39e4e969bf178cb2a97371f1e9c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9685356715
8308bf23e065d2fe43d610514e72d61f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9242382199
847fa5c2b3eca67a001b1e1954ec2051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.999985646
84bc8efc6e166ec9be5759fa8c3aa4d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.8924899638
85b29de75f1c8f5c6596c1e9b5ce3a04	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9994776024
85f1c66d8e965ed387d0a17887a1ad20	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9944975245
862f918acd63eeace039314ff2263a39	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9024149575
8652675b6d806e787e02e018743c212b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				0.973513562
8695eb2034a4a15c59e92da6ddf309fa	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9469558768
86a5469c5fae206d8af2cf122b1f45a3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.772205858
86d5969e793e9a3edd31a2313d4224fb	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9746852663
881b85a378927fa7c9a9e7c11c199e80	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9995992092
88644825ec935d823cf2d73669b64bb4	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae			0.8063028911
88a13bdfec3962b292c5ac6d734c73f4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999992623
890bf81ef1d5c29cdfad4bc71f6658f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9591384899
89363c2c5b0a7751104ab4f1557eb1c2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.8374491142
89bebe18fc0fbacc6d8416003b0d2741	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8720490833
8a5d86863905fd2220208e88b8c97f46	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9907734907
8aa70d0c06e8da0b4c0ea2eba6308983	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9909451944
8aaa38eae526216e2a1a7ec15a69acd8	Bacteria							0.9981915567
8ad404978feb9aa55509ecb22e6aad46	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999208022
8b09479819baf0c28f96ce11b044c2f5	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.9999063648
8b1bde7a5afc731f96d200f62dec4b9c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9996029226
8ca95c7c127cb4b0ec7eb8a2c2b906fa	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7914929955
8d0b215f165609c7fbf4f05f16401c65	Bacteria	Tenericutes	Mollicutes	RF39				0.9999998942
8e1647c86092bfaf2243f91f0400366b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999998002
8eab46739813eb7c237638be711e8a24	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9827841939
8ec79853a4a88bc6b81f94ab523566b4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9835885844
8f671e6cc58117b2aec73341c0bb5dad	Bacteria	Firmicutes	Clostridia	Clostridiales				0.996118443
8f880452d98f67e430f8ec54099a347d	Bacteria							0.9950717314
9028bd5ae8bbdcd494cf0c71c96a30c9	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9833585881
9056dd6768c29efe7d8d5f3f3376ddc7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999782235
907ceab78e867d765fa360527608efa1	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae			0.9999922394
90949bb38f58e92949ab8504aff01df1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9999456812
90cca7f47b780ce9659cf97e703cdb69	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9566918302
90f9c784134deda44c83bedec3349fc6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9890925606
9122e867c908301e783c5ce0c3bf12e0	Bacteria	Firmicutes						0.7026322612
914ce91b5353311ee0d2f286399feb02	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9997959418
926708e33d1ebf1a9da757f78c673190	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9995817734
92ae272884c88aa3be9a5800f2836740	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	C21_c20	0.9999999243
92cb6851e70b44f4050703ae32081c96	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9001871037
93f48b5bec6540178be68a39abb52944	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9079173437
943f77c04891ac62d38e6d3d92440c13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9996880706
945e28c5be23b42f028eb26245cc414d	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999919532
96c2151f4b12e51530b389178a80d440	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999962414
96eb875330e760e188ac8c911f2a4dcd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7752453229
973883205d558dd6e69aacb73008cb07	Bacteria							0.9975202051
9782bf97743920dbfad3a3a1cc0deeec	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9986863273
9797c3d45ac44f3e456093b79e9bfa2a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9005315823
97bada86980a67de484bfeecb8ad8326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9995616461
985bb91bc4589412f59105a3fbf3eadf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9824455314
98725c11aa32b15374c6bc4f555b2f7f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999997913
996573e4a99f597488350eb45dd363e0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9999415977
9b502f05e2f79c120d325d6a1c8083fc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.928126654
9ba1632594ffce258a6d7ae7a0e65691	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9391052806
9c16363cacd0ce232469c37d8a89466a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8727776456
9c2061f8bce467b2f67b6171fdb686c3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9998664502
9c8a72a5a1ba4d23a8e06b454305b5fb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999897223
9cb9e1eae29d219c9e3c7fa4c0089143	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999923378
9d062a61764816fc5e332a2e32acded6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999978915
9d4862d621662414933af7585a2d6d8c	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9985233138
9d7d37b788713c8bd97c9094a8ce732b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9931251108
9db67f5da0865507e35bec77676d5895	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999925224
9e470b8db1cfedb57e350146e48f9a9e	Bacteria	Firmicutes	Clostridia	Clostridiales				0.999464386
9e79f50483af44379567cc52b77bed72	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.891765317
9e81e567e277f04cb024ad3d32b26749	Bacteria							0.9971111243
9f17479185681627eb3229081ff4467f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9994949814
9f85eb683ecfe3d95ac1664056c3cc00	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9961672451
9f8e0a9b0a1805ba3252972d33c4a089	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9258609583
9fe56be12f61aba3969236b8cfd1712a	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila		0.997931155
9fe6b4ce082e3e5e4d760b6db9e974f5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999998119
a12704bddf4bd366c29473d44b5c1139	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9984873786
a1fa16f2db38108ce94abe90af7b13d8	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.9998992978
a2181dd1f923a9ce6e9df3ff6c61f4d2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.7403324444
a2a597aa98c622c5f984b3f302ed17d4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9996572702
a2ff1e0b400a09094f7fe86b8f08e49d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9520780922
a3b1814264ec5b0153b9124922f8fc37	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.989876942
a401d8b32d4bb83ae020fc626b454b98	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9472310297
a41fa5e4faa8b4b5d585d4a49b6952e9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9993853825
a4c61d535793417f6f6ab9eae2463f12	Bacteria							0.9978472769
a56953545b7bc750ba23d86b92808396	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999998462
a650f349bbdffb95b3624519d1ba72b8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9998043829
a66dd8d31584930c2b0f811f572dddcf	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	distasonis	0.9999892089
a73d0f87d181d3de4f6ab7cca8178ebe	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8249272109
a7e4148b858fd66eee6949bf39c699a7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999669517
a826d2894dcfc0e6ecde62f86c2d272e	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9999753769
a9d6992acc5bce457020b62e250ed07c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7497992442
