Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
aa32485fe66718af2e28f700fa04af83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8899605815
aa7bfc236f3638c5ba08640267f1bbf9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9883344379
aa87c95d135ab549b57ad13359a36be5	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9686574067
aada584ca5fed4b88144bd78a58cf976	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9996349552
aadc066c771a04b93dafaa40a8f7dd1a	Bacteria	Firmicutes	Clostridia	Clostridiales				0.951301215
ab0b78445a54df766c12448fa0ad6d49	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9771976841
ac3d76e52124b25cd48e4e6c0f712d0c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9998224131
ac5402de1ddf427ab8d2b0a8a0a44f19	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9998794135
ac84ffbad1b183ca472fe782f385100a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9616832566
ae4fe244f7b77be6848aeaf132b6b724	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7701309734
ae5ca310f50239f81d490e61edb9bd28	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9807592914
ae6c677ba00083b8792d018fdeafdebf	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		1
ae7ae3e677153fac3b5e95e2a2aca9e4	Bacteria	Firmicutes	Clostridia	Clostridiales				0.74487586
aee0d6f2626271eacf89d2e803440657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999997229
aee3699ba3b27f13c8a88919d46aa72c	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9894832454
af97cc81d4c1173f7b0fb89302ff790d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.996481266
afa1da45d4a7ec83f10a3b990ab36445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.8485434948
b0a528871e7461bbf8dfa28fd56839da	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999993358
b0a5cf49eb335093c26cd2649fb7685a	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9073282681
b19ae8a75dd67cbfd20f896b6cddc0f2	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9985349323
b27900683f78ffffe3efe328fd473083	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.998404309
b347c047f92514e7459a800f31b8a0c6	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7093685997
b386790f27f9977d0471b969505aa6e8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999930779
b3f1463bd372651a891378c3a6cddafb	Bacteria							0.9960831969
b3f936e6cbd2c8508bc98bb304bb37b1	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9070210956
b3fef1e26b7b6ac20847ede4da68547a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.999477322
b467eede8c471ebc9932bfc67110b1be	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9993038051
b518c4898e9d39ddb3d865db081618c2	Bacteria							0.9985652338
b547ec55ce223f68b3022ae781fd2c8c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9751636456
b54ee444b20674aac889ede17b4ca2cb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999998723
b5d337ff926f39e64e998aa4a116f7f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7848823833
b5dfffbdf766b0abcc59c2b84315bac6	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9999172512
b637b946de292a35e911dc1bdd9f5ddf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus		0.8180241804
b66ec73594dc61765c499f1e1fe5f716	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.9692704392
b67300d6c9ffdddfac3fe8b59da79e13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9989775186
b6985598d3f4a9b830bbe1c6a665f5fe	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella		0.8733882767
b7822602c933038a326f921a25e2430e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9977516765
b79f2f76cd81e5439d08cfffc0ef69fb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	reuteri	0.9937051161
b930d6802dcff03f0087cf3ed5cb061d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.999996266
b98d04b1bf8138c1ada0bd02c4e2676b	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae			0.992523616
ba53aaf1e742e7d9bf5d5f336ca52ca9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999371904
bcdc5d377a1b0437d0a42184595c9841	Bacteria							0.9972115211
bd2acff8377b7354fa5239f72479d003	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9978648118
bd3cd4ee1a630c6d8aa58baf268edb7b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9798456557
be084311ffa73906dfc000176806be2f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9403365309
bf35cc974cf3b6cd1e21b71c51d7ec59	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9966311306
bf3ffafca4e62f6a0980b1bce9d88003	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.9953978447
bfb2ed4f6db01a88b0c9c38933e304bc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.8590162776
c01bcd0fce78cbb3e5f12440aeec6aa2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.92430191
c07ef20fbf08691cd223cba17009e12f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999768
c0b31b31a1d47acfa4b2a6b279ee631b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999893246
c11bde1138eb7f51d914cd1bb5f30100	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.997311432
c162a4f3943238810eba8a25f0563cca	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	0.9569318196
c1aac0eaf4f7245f30c20993a7a3e946	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999988626
c2cac7ce4200877d49ef4a0f53183000	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9995857945
c3081b30363fb1adeb7f42d4d55f50ea	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9996417363
c348a7cc121fa43fb14ca92cc4273c2e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	reuteri	0.9869957377
c3e85f243577dfabe53528f7dc61baf7	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9587233765
c45c5ccfab72e9c2ebe81d962c87898c	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9178019129
c4aaa26ed7f1e968bf0711371919740b	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8714230953
c532e7d37c9122d2d87eba4c98fccd8d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9787714916
c59c1588015eaed048e90d3c12c9e5ba	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium		0.9999894391
c78b3268eded0d5cb57b376d7e019942	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999470197
c89778a6adac9d453c87aa7667a8b971	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9344874227
c8cc513703d3c6e98b095e9458f1313c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7164485892
c8f537371557f6bdf4ff1abf6484270f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9059576786
c9644b472d8c58ba257a45faccdbca76	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9685685885
c97f577ac90dee06e2b4f9a17522ef28	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9999869366
ca254571100fa8454e693e6f6c887cd3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9993512032
cb1fbebd25000bcf1dd14227d2578c70	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.970576576
cb2c39a535860df1e0e9e88cb7888f38	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999655232
cbb8942a79c06d53241da3fe41bc611e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.7044415431
cbe4b18d3c874a653e61c56ff93b5817	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9759231696
cc5053e42aed78a5968b6bc8895dde7c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9996464846
cdbb43f4e3e74c239f303739ee58369a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999721746
cddafb8f3fc6a470bde9de3a04d7bda6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus		0.9782880123
ce1e70b616c45b2c333e2242260a38eb	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9674789731
ce2c0197c761904e62060686ada34ab3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9994911099
ce7fbebf6653823170f11ba99b75ee39	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7918604246
d07eab0ee7cfa68bf60b431ee4f6cf17	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9987691463
d14f1aea70f7b49dce8305741dca3b0e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.7137317909
d208cad7c585049e04076ac7df960e7f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9986737547
d221616aeb116902a5b370ca40d1596b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9978120504
d24e113cd61ef8841d9b05596920d4d8	Bacteria	Cyanobacteria	4C0d-2	YS2				0.9999998953
d285590b127f550f49e66e5afa24f849	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9992875767
d3211b7a04e5fb36a383450b8f5710e2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9995371872
d32b4b85f78eb17fdd909e32e688622a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999962636
d3b48c7a979c5ef203ff9beda3a426d8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7246959418
d46ee2038a931bd556d417f529c4429c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9993748292
d55aec9ec60a4e3097c3c3953dae8773	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999353
d59e97fb048a33948cdd04847f8fa75d	Bacteria	Tenericutes	Mollicutes	RF39				0.9999971752
d70b980ba7aa62881f84310970f48f96	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	muciniphila	1
d74f1516c10f97cb6c041acd9d735390	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9633265124
d798e457bac181da375fda211bfff97f	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.99988489
d79bb5d81b2a330fb43a44dc5228799f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9999797917
d8d245eeca388883a82aaa3d47c73e96	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.7527425164
d9922d89754b3a143fa01c2e79aad881	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7711268282
db2f4634be3ae90a3bee2ebabe4bb962	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115		0.9294388584
dbc6fe945cfb118fe959a6d580e1746d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9737935092
dd4c6a1d6cb7e77c0253cbc6c9b4ae75	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.98622035
dd5c081ff462752e95dd30d7f4e4bb9f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999493246
ddbefff2496ee051e3b7fa0db755a2ca	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.9822019227
de8dcc7acd7aa0be8261ca8418260120	Bacteria	Tenericutes	Mollicutes	RF39				0.9999999519
e014a27d4beb4fa63a394ae8a839d185	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999993994
e02d67fbaea4da64b386b48e2c03c295	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			0.9940526281
e0b9a1ec5541f44f2d1e4c642a0271f6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9817121042
e0c1f3f16096c3eae6b6c689f495adc3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999994725
e1004e1d3b9dc863b14289686d8aca9a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.7977496073
e11c23cbd3bb0c8a0774162181a15580	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9962885324
e1b7f3093411de2d7561b264369f6b32	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8461561432
e258e7e8fc021e4355aef4f0c4761161	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9920301422
e25ebb2cffe4b93a9cf27238776f27fe	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9170606769
e260063eafa080a6de25179987260a1d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9999950191
e3cff5bbbc9580d9a88a4472fedbc785	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae			0.7509329994
e3d08a3cbdcf35b09eebcd6001845a97	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8848110975
e42e3696b6f82035aaf2e58c07d3846c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9702495021
e434c6c005de19f421775a70181884e1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9990948945
e594d55f3895dae437dfbfc31c268e07	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.8760377325
e5ea23373104201e1626312061360e51	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9171129413
e661a662dbb171e040738a99542c7e1f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999990071
e7037dc2701d6b9666d2c0dab6110ae7	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9992070044
e7130cf91f8a8117557abcdb0d757d54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999884423
e7bcb5e95b42c98c077b100ae4a9a5ed	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.865795286
e7ce40b96326b4c45cce49ae3d286a0b	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum		0.9941595458
e84bea8ae61342674744560dd7de4721	Bacteria	Cyanobacteria	4C0d-2	YS2				0.9999999903
e8b1ac379291fd9d1a6e9de8a7d88086	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999992582
e94776066de6ff852fc7a43e7a0626cd	Bacteria	Firmicutes	Clostridia	Clostridiales				0.8599245379
ea0217db29571d2d316a1e4da56b8a01	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				0.9329101997
ea298a4489230dca9c52845c38ac88d2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999963859
ea2b0e4a93c24c6c3661cbe347f93b74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	0.9996106412
eb019512ba2ddaa5fc1bcd170f2cef7f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9990665456
ebbd095037fc8c5792965c71d58966d8	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7144845362
ec5422754ee501aed30cb749508c3cb2	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9764200093
ec9f5a2967674e2f90ea3954e2944145	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999899454
ed7a65083c92c85576b08842b31a3854	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9981371669
ed7a767b5c636310d62d120f2add8934	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999999627
eda770fe4e953ab4b76d431a5c1b814d	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7342514431
ee2052989472461b79ea2307d1f6536e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999080313
ef467d766ba05adf651d1fc6a30cba06	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9732254645
ef53d3c1647ea09b6bbc072b22fbe8cc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999975914
ef832aa9271ed06d6bdf1138d1d00dca	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.858416602
ef919b14f19cdd6de4121350a2c4fc2f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9001679689
f002e38adcccc245fb0102cd84080014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9933695229
f0ea5c31476ee230236531fe568de02d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9987650939
f140b0a0e494958baea9d5d5443ef092	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9629511764
f184a6921fac75ed620980fdf9af1194	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9977064763
f2b2d019610029f45bb60f4f8ccc81d2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999844623
f2e9339c50a843dc2a7225694879c396	Bacteria							0.9914171482
f31aab4ff2dba1e72d9ea251e447844d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999997018
f3f979bdba595bc673cd646533a78894	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9606134695
f44868f6f3630c085ff385f365b0ef43	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.997434709
f48a1f611db9718c81bbfbd38ab655f3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		0.7068994501
f4e1150cd7de43776b87bcd09f13d9de	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9093571622
f4f473da7f84db704155252cbfd05a7c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9997088196
f526010a8f9e7089f3287a43668dc69f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9991478309
f5487404313a4fb57bc3489c167e9a37	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7444968644
f67ad55badd81886f283f3fc150c90d8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9851262251
f7fe5299945864c5d7dc0826c042050f	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9989056279
f80a17436037d706dc728dd265b7c21e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.999999961
f884312e6325827805ad335881c179a9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999833741
f95ce8689699c6a80f61073b398344dd	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		0.9993893124
f9b61c80a16264decfa549e46d36e85c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9373110392
f9f5f08e8da4cc9740518223846563db	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999987299
fa497f30b989faffb3d077709fcf1a6e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			0.9999698623
fa73fd704b69299aad7876bb8b76ad7a	Bacteria	Firmicutes	Clostridia	Clostridiales				0.999999254
fb492255c795ab71648d7ae1d6c9c445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9986373433
fb81602acb8d3401b959f0d3f856dfc3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia		0.9483504856
fba43f263a40d5a9cc7f37f1551b13f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9507751624
fcfab546634e10be9800b9a4118b8dc9	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus		0.9999521297
fcfe3e5b39d6c70547d6c53992d91196	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9841061893
fd2add809dda466e31e079b2424ad390	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9934365849
fd4f6fe7ee8ad672b0d98e405fcb151f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae			0.9999957565
fdc1429203b8620199f5ffbd11c315f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.999940003
fdf5dcbf4921f80ab096d659e2b798da	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.9953130191
ff0def5aaf60dc65a3225b810166b12e	Bacteria							0.9963898931
ff7ecf5763fe19af8b052db1c7ab0eb0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9998820953
ffc98387f444f4fbd6f9cecf911f90c5	Bacteria							0.9984819958
